ZT	CT	PRR37.32	Campo	Organ	Splice	Temperature	Light
22.5	22.04651163	0.00421182	C2	I5	AS	18	0
22.5	22.04651163	0	C2	I5	AS	18	0
22.5	22.04651163	0	C2	I5	AS	18	0
24.5	24.22641509	0	C2	I5	AS	18	0
24.5	24.22641509	0.005920423	C2	I5	AS	18	0
24.5	24.22641509	0	C2	I5	AS	18	0
-1.5	-1.953488372	0	C2	L1	AS	17	0
-1.5	-1.953488372	0.001638428	C2	L1	AS	17	0
-1.5	-1.953488372	0.002496984	C2	L1	AS	17	0
0.5	0.226415094	0	C2	L1	AS	17	0
0.5	0.226415094	0	C2	L1	AS	17	0
0.5	0.226415094	0.003669893	C2	L1	AS	17	0
2.5	2.037735849	0.004405094	C2	L1	AS	18	0.744444444
2.5	2.037735849	0.012817855	C2	L1	AS	18	0.744444444
2.5	2.037735849	0.020188805	C2	L1	AS	18	0.744444444
4.5	3.849056604	0.033398524	C2	L1	AS	22	1.907407407
4.5	3.849056604	0.060495057	C2	L1	AS	22	1.907407407
4.5	3.849056604	0.065643	C2	L1	AS	22	1.907407407
6.5	5.660377358	0.029942597	C2	L1	AS	26	2.533333333
6.5	5.660377358	0.111359785	C2	L1	AS	26	2.533333333
6.5	5.660377358	0.206162689	C2	L1	AS	26	2.533333333
8.5	7.471698113	0.014508615	C2	L1	AS	28	2.559259259
8.5	7.471698113	0.085813441	C2	L1	AS	28	2.559259259
8.5	7.471698113	0.032669247	C2	L1	AS	28	2.559259259
10.5	9.283018868	0.009006139	C2	L1	AS	29	1.385185185
10.5	9.283018868	0.02782608	C2	L1	AS	29	1.385185185
10.5	9.283018868	0.071135116	C2	L1	AS	29	1.385185185
12.5	11.09433962	0.006640303	C2	L1	AS	29	0.496296296
12.5	11.09433962	0.019071077	C2	L1	AS	29	0.496296296
12.5	11.09433962	0.038802993	C2	L1	AS	29	0.496296296
14.5	13.11627907	0.01110314	C2	L1	AS	26	0
14.5	13.11627907	0.061741002	C2	L1	AS	26	0
14.5	13.11627907	0.047588304	C2	L1	AS	26	0
16.5	15.34883721	0.002587237	C2	L1	AS	23	0
16.5	15.34883721	0.014726461	C2	L1	AS	23	0
16.5	15.34883721	0.00947219	C2	L1	AS	23	0
18.5	17.58139535	0	C2	L1	AS	21	0
18.5	17.58139535	0.00241087	C2	L1	AS	21	0
18.5	17.58139535	0.001854462	C2	L1	AS	21	0
20.5	19.81395349	0	C2	L1	AS	19	0
20.5	19.81395349	0	C2	L1	AS	19	0
20.5	19.81395349	0	C2	L1	AS	19	0
22.5	22.04651163	0	C2	L1	AS	18	0
22.5	22.04651163	0.003415097	C2	L1	AS	18	0
22.5	22.04651163	0.002297938	C2	L1	AS	18	0
24.5	24.22641509	0	C2	L1	AS	18	0
24.5	24.22641509	0.0059893	C2	L1	AS	18	0
24.5	24.22641509	0.003328959	C2	L1	AS	18	0
