ZT	CT	PRR37.31	Campo	Organ	Splice	Temperature	Light
4.5	3.849056604	0.120324799	C2	L1	AS	22	1.907407407
6.5	5.660377358	0.263864493	C2	L1	AS	26	2.533333333
6.5	5.660377358	0.311669295	C2	L1	AS	26	2.533333333
6.5	5.660377358	0.48587292	C2	L1	AS	26	2.533333333
8.5	7.471698113	0.122429616	C2	L1	AS	28	2.559259259
8.5	7.471698113	0.238666849	C2	L1	AS	28	2.559259259
8.5	7.471698113	0.177388538	C2	L1	AS	28	2.559259259
10.5	9.283018868	0.209345993	C2	L1	AS	29	1.385185185
10.5	9.283018868	0.18589219	C2	L1	AS	29	1.385185185
10.5	9.283018868	0.08728661	C2	L1	AS	29	1.385185185
12.5	11.09433962	0.125911074	C2	L1	AS	29	0.496296296
12.5	11.09433962	0.137287724	C2	L1	AS	29	0.496296296
12.5	11.09433962	0.073782875	C2	L1	AS	29	0.496296296
14.5	13.11627907	0.254091679	C2	L1	AS	26	0
14.5	13.11627907	0.110478485	C2	L1	AS	26	0
14.5	13.11627907	0.023581342	C2	L1	AS	26	0
16.5	15.34883721	0.05559726	C2	L1	AS	23	0
16.5	15.34883721	0.06872908	C2	L1	AS	23	0
16.5	15.34883721	0.009104287	C2	L1	AS	23	0
18.5	17.58139535	0.03281699	C2	L1	AS	21	0
18.5	17.58139535	0.019925598	C2	L1	AS	21	0
18.5	17.58139535	0.002028612	C2	L1	AS	21	0
20.5	19.81395349	0.004517469	C2	L1	AS	19	0
20.5	19.81395349	0.017452723	C2	L1	AS	19	0
20.5	19.81395349	0.002817928	C2	L1	AS	19	0
22.5	22.04651163	0	C2	L1	AS	18	0
22.5	22.04651163	0.032852726	C2	L1	AS	18	0
22.5	22.04651163	0.019238054	C2	L1	AS	18	0
24.5	24.22641509	0	C2	L1	AS	18	0
24.5	24.22641509	0.034245854	C2	L1	AS	18	0
24.5	24.22641509	0.030851962	C2	L1	AS	18	0
